id,categoria,subcategoria,titulo,contenido,fuente,fuente_url,nivel_confianza,provincia,municipio,lat,lon,fecha_verificacion
WIKIDATA-0046,geografia,lugar,playa de Getares,"playa de Getares. Playa en Algeciras, provincia de Cádiz, España. (provincia de Cádiz)",Wikidata,http://www.wikidata.org/entity/Q4968669,media,Cádiz,,,,2026-08-28
WIKIDATA-0047,geografia,lugar,Playa de El Chinarral,Playa de El Chinarral. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q4267640,media,Cádiz,,,,2026-08-28
WIKIDATA-0048,geografia,lugar,Playa de El Cañuelo,Playa de El Cañuelo. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q6078722,media,Cádiz,,,,2026-08-28
WIKIDATA-0049,geografia,lugar,Playa de los Alemanes,Playa de los Alemanes. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q6079179,media,Cádiz,,,,2026-08-28
WIKIDATA-0050,geografia,lugar,Playa de Bolonia,"Playa de Bolonia. playa en Tarifa, España. (provincia de Cádiz)",Wikidata,http://www.wikidata.org/entity/Q24024579,media,Cádiz,,,,2026-08-28
WIKIDATA-0051,geografia,lugar,Valdevaqueros,Valdevaqueros. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q4985079,media,Cádiz,,,,2026-08-28
WIKIDATA-0052,geografia,lugar,Playa de Atlanterra,Playa de Atlanterra. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q6078585,media,Cádiz,,,,2026-08-28
WIKIDATA-0053,geografia,lugar,Playa de Zahara de los Atunes,Playa de Zahara de los Atunes. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q6079082,media,Cádiz,,,,2026-08-28
WIKIDATA-0054,geografia,lugar,Punta Paloma,Punta Paloma. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q6093008,media,Cádiz,,,,2026-08-28
WIKIDATA-0055,geografia,lugar,Q24024475,Q24024475. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q24024475,media,Cádiz,,,,2026-08-28
WIKIDATA-0056,geografia,lugar,Playa de Valdevaqueros,"Playa de Valdevaqueros. playa de Tarifa, España. (provincia de Cádiz)",Wikidata,http://www.wikidata.org/entity/Q24024476,media,Cádiz,,,,2026-08-28
WIKIDATA-0057,geografia,lugar,Playa del Retín,Playa del Retín. Playa en Barbate (España). (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q116982171,media,Cádiz,,,,2026-08-28
WIKIDATA-0058,geografia,lugar,Piscinas naturales de Bolonia,Piscinas naturales de Bolonia. Flysch en la playa de Bolonia (Tarifa). (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q122381236,media,Cádiz,,,,2026-08-28
WIKIDATA-0059,geografia,lugar,Playa de El Rinconcillo,Playa de El Rinconcillo. playa de España. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q4170274,media,Cádiz,,,,2026-08-28
WIKIDATA-0060,geografia,lugar,Playa del Barranco,Playa del Barranco. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q4267614,media,Cádiz,,,,2026-08-28
WIKIDATA-0061,geografia,lugar,Playa de Los Ladrillos,Playa de Los Ladrillos. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q4267662,media,Cádiz,,,,2026-08-28
WIKIDATA-0062,geografia,lugar,Q24024566,Q24024566. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q24024566,media,Cádiz,,,,2026-08-28
WIKIDATA-0063,geografia,lugar,Q24024565,Q24024565. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q24024565,media,Cádiz,,,,2026-08-28
WIKIDATA-0064,geografia,lugar,Plage Lamrissa,Plage Lamrissa. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q29107105,media,Cádiz,,,,2026-08-28
WIKIDATA-0065,geografia,lugar,Plage El Amine,Plage El Amine. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q29107107,media,Cádiz,,,,2026-08-28
WIKIDATA-0066,geografia,lugar,Soulia Plage,Soulia Plage. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q29107109,media,Cádiz,,,,2026-08-28
WIKIDATA-0067,geografia,lugar,Eden Plage,Eden Plage. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q29107111,media,Cádiz,,,,2026-08-28
WIKIDATA-0068,geografia,lugar,Plage Al Amine,Plage Al Amine. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q29107113,media,Cádiz,,,,2026-08-28
WIKIDATA-0069,geografia,lugar,Miramar,Miramar. playa ceutí. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q2842833,media,Cádiz,,,,2026-08-28
WIKIDATA-0070,geografia,lugar,El Chorrillo,El Chorrillo. playa española. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q4267578,media,Cádiz,,,,2026-08-28
WIKIDATA-0071,geografia,lugar,Playa de Tramaguera,Playa de Tramaguera. playa en Ceuta. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q4805836,media,Cádiz,,,,2026-08-28
WIKIDATA-0072,geografia,lugar,Benítez,Benítez. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q4805864,media,Cádiz,,,,2026-08-28
WIKIDATA-0073,geografia,lugar,El Tarajal,El Tarajal. playa española. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q4806593,media,Cádiz,,,,2026-08-28
WIKIDATA-0074,geografia,lugar,Playa del Trampolín,"Playa del Trampolín. playa en Ceuta, España. (provincia de Cádiz)",Wikidata,http://www.wikidata.org/entity/Q133825156,media,Cádiz,,,,2026-08-28
WIKIDATA-0075,geografia,lugar,Playa de San Amaro,"Playa de San Amaro. playa de Ceuta, España. (provincia de Cádiz)",Wikidata,http://www.wikidata.org/entity/Q4806535,media,Cádiz,,,,2026-08-28
WIKIDATA-0076,geografia,lugar,Playa de San Amaro,"Playa de San Amaro. playa de Ceuta, España. (provincia de Cádiz)",Wikidata,http://www.wikidata.org/entity/Q4806535,media,Cádiz,,,,2026-08-28
WIKIDATA-0077,geografia,lugar,Playa del Sarchal,Playa del Sarchal. playa española. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q4806609,media,Cádiz,,,,2026-08-28
WIKIDATA-0078,geografia,lugar,Playa del Sarchal,Playa del Sarchal. playa española. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q4806609,media,Cádiz,,,,2026-08-28
WIKIDATA-0079,geografia,lugar,Playa de La Ribera,Playa de La Ribera. playa española. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q2893260,media,Cádiz,,,,2026-08-28
WIKIDATA-0080,geografia,lugar,Playa del Desnarigado,Playa del Desnarigado. playa en Ceuta. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q4806571,media,Cádiz,,,,2026-08-28
WIKIDATA-0081,geografia,lugar,Calamocarro,Calamocarro. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q7203138,media,Cádiz,,,,2026-08-28
WIKIDATA-0082,geografia,lugar,Q24698054,Q24698054. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q24698054,media,Cádiz,,,,2026-08-28
WIKIDATA-0083,geografia,lugar,Q24698069,Q24698069. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q24698069,media,Cádiz,,,,2026-08-28
WIKIDATA-0084,geografia,lugar,Q5026991,Q5026991. Playa em Gibraltar. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q5026991,media,Cádiz,,,,2026-08-28
WIKIDATA-0085,geografia,lugar,Playa de Levante,"Playa de Levante. Playa en La Línea de la Concepción, provincia de Cádiz, España. (provincia de Cádiz)",Wikidata,http://www.wikidata.org/entity/Q4906586,media,Cádiz,,,,2026-08-28
WIKIDATA-0086,geografia,lugar,Playa de Santa Bárbara,"Playa de Santa Bárbara. Playa en La Línea de la Concepción, provincia de Cádiz, España. (provincia de Cádiz)",Wikidata,http://www.wikidata.org/entity/Q4906648,media,Cádiz,,,,2026-08-28
WIKIDATA-0087,geografia,lugar,Playa de La Alcaidesa,"Playa de La Alcaidesa. Playa en La Línea de la Concepción, provincia de Cádiz, España. (provincia de Cádiz)",Wikidata,http://www.wikidata.org/entity/Q4907193,media,Cádiz,,,,2026-08-28
WIKIDATA-0088,geografia,lugar,Playa de Torrenueva,"Playa de Torrenueva. Playa en La Línea de la Concepción, provincia de Cádiz, España. (provincia de Cádiz)",Wikidata,http://www.wikidata.org/entity/Q4907201,media,Cádiz,,,,2026-08-28
WIKIDATA-0089,geografia,lugar,Playa de La Hacienda,"Playa de La Hacienda. Playa en La Línea de la Concepción, provincia de Cádiz, España. (provincia de Cádiz)",Wikidata,http://www.wikidata.org/entity/Q4907216,media,Cádiz,,,,2026-08-28
WIKIDATA-0090,geografia,lugar,Playa de La Atunara,"Playa de La Atunara. Playa en La Línea de la Concepción, provincia de Cádiz, España. (provincia de Cádiz)",Wikidata,http://www.wikidata.org/entity/Q7203161,media,Cádiz,,,,2026-08-28
WIKIDATA-0091,geografia,lugar,Q24024541,Q24024541. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q24024541,media,Cádiz,,,,2026-08-28
WIKIDATA-0092,geografia,lugar,Q24024546,Q24024546. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q24024546,media,Cádiz,,,,2026-08-28
WIKIDATA-0093,geografia,lugar,Playa de Sobrevela,"Playa de Sobrevela. Playa en La Línea de la Concepción, provincia de Cádiz, España. (provincia de Cádiz)",Wikidata,http://www.wikidata.org/entity/Q30674310,media,Cádiz,,,,2026-08-28
WIKIDATA-0094,geografia,lugar,Playa de Levante,Playa de Levante. Playa em Gibraltar. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q4251048,media,Cádiz,,,,2026-08-28
WIKIDATA-0095,geografia,lugar,Playa de Poniente,"Playa de Poniente. Playa en La Línea de la Concepción, provincia de Cádiz, España. (provincia de Cádiz)",Wikidata,http://www.wikidata.org/entity/Q4907172,media,Cádiz,,,,2026-08-28
WIKIDATA-0096,geografia,lugar,Q24698174,Q24698174. Playa em Gibraltar. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q24698174,media,Cádiz,,,,2026-08-28
WIKIDATA-0097,geografia,lugar,Q24024477,Q24024477. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q24024477,media,Cádiz,,,,2026-08-28
WIKIDATA-0098,geografia,lugar,Q24024478,Q24024478. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q24024478,media,Cádiz,,,,2026-08-28
WIKIDATA-0099,geografia,lugar,Q24024479,Q24024479. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q24024479,media,Cádiz,,,,2026-08-28
WIKIDATA-0100,geografia,lugar,Q24024480,Q24024480. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q24024480,media,Cádiz,,,,2026-08-28
WIKIDATA-0101,geografia,lugar,Q24024665,Q24024665. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q24024665,media,Cádiz,,,,2026-08-28
WIKIDATA-0102,geografia,lugar,Playa Baños,Playa Baños. playa en Estepona. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q130299506,media,Cádiz,,,,2026-08-28
WIKIDATA-0103,geografia,lugar,Q131745229,Q131745229. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q131745229,media,Cádiz,,,,2026-08-28
WIKIDATA-0104,geografia,lugar,Q131745235,Q131745235. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q131745235,media,Cádiz,,,,2026-08-28
WIKIDATA-0105,geografia,lugar,Q131745240,Q131745240. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q131745240,media,Cádiz,,,,2026-08-28
WIKIDATA-0106,geografia,lugar,Q138817789,Q138817789. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q138817789,media,Cádiz,,,,2026-08-28
WIKIDATA-0107,geografia,lugar,Playa de Sabinillas,Playa de Sabinillas. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q6078970,media,Cádiz,,,,2026-08-28
WIKIDATA-0108,geografia,lugar,Playa de Cala Sardina,"Playa de Cala Sardina. Playa en la provincia de Cádiz, España. (provincia de Cádiz)",Wikidata,http://www.wikidata.org/entity/Q24024539,media,Cádiz,,,,2026-08-28
WIKIDATA-0109,geografia,lugar,Playa de Cala Sardina,"Playa de Cala Sardina. Playa en la provincia de Cádiz, España. (provincia de Cádiz)",Wikidata,http://www.wikidata.org/entity/Q24024539,media,Cádiz,,,,2026-08-28
WIKIDATA-0110,geografia,lugar,Q24024540,Q24024540. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q24024540,media,Cádiz,,,,2026-08-28
WIKIDATA-0111,geografia,lugar,Q24024927,Q24024927. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q24024927,media,Cádiz,,,,2026-08-28
WIKIDATA-0112,geografia,lugar,Q138817795,Q138817795. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q138817795,media,Cádiz,,,,2026-08-28
WIKIDATA-0113,geografia,lugar,Q138817806,Q138817806. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q138817806,media,Cádiz,,,,2026-08-28
WIKIDATA-0114,geografia,lugar,Q24023649,Q24023649. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q24023649,media,Cádiz,,,,2026-08-28
WIKIDATA-0115,geografia,lugar,Q24023650,Q24023650. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q24023650,media,Cádiz,,,,2026-08-28
WIKIDATA-0116,geografia,lugar,Playa de la Rada,Playa de la Rada. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q121890731,media,Cádiz,,,,2026-08-28
WIKIDATA-0117,geografia,lugar,Playa de la Luz,Playa de la Luz. Rota. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q24023167,media,Cádiz,,,,2026-08-28
WIKIDATA-0118,geografia,lugar,Q24023168,Q24023168. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q24023168,media,Cádiz,,,,2026-08-28
WIKIDATA-0119,geografia,lugar,Playa de la Costilla,Playa de la Costilla. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q31844125,media,Cádiz,,,,2026-08-28
WIKIDATA-0120,geografia,lugar,Q31920215,Q31920215. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q31920215,media,Cádiz,,,,2026-08-28
WIKIDATA-0121,geografia,lugar,Playa de La Fontanilla,Playa de La Fontanilla. playa de Marbella. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q6078799,media,Cádiz,,,,2026-08-28
WIKIDATA-0122,geografia,lugar,Playa de Venus,Playa de Venus. playa de Marbella. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q6079071,media,Cádiz,,,,2026-08-28
WIKIDATA-0123,geografia,lugar,Q24023551,Q24023551. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q24023551,media,Cádiz,,,,2026-08-28
WIKIDATA-0124,geografia,lugar,Q24023552,Q24023552. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q24023552,media,Cádiz,,,,2026-08-28
WIKIDATA-0125,geografia,lugar,Q24023553,Q24023553. playa en España. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q24023553,media,Cádiz,,,,2026-08-28
WIKIDATA-0126,geografia,lugar,Playa de las Canteras,Playa de las Canteras. Chipiona. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q24023630,media,Cádiz,,,,2026-08-28
WIKIDATA-0127,geografia,lugar,Q24024481,Q24024481. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q24024481,media,Cádiz,,,,2026-08-28
WIKIDATA-0128,geografia,lugar,Q24024482,Q24024482. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q24024482,media,Cádiz,,,,2026-08-28
WIKIDATA-0129,geografia,lugar,playa de Matalascañas,playa de Matalascañas. playa de España. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q24024690,media,Cádiz,,,,2026-08-28
WIKIDATA-0130,geografia,lugar,"Playa ""El Rodeito""","Playa ""El Rodeito"". playa en Marbella. (provincia de Cádiz)",Wikidata,http://www.wikidata.org/entity/Q101569314,media,Cádiz,,,,2026-08-28
WIKIDATA-0131,geografia,lugar,Playa Nueva Andalucía,Playa Nueva Andalucía. playa en Marbella. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q101569497,media,Cádiz,,,,2026-08-28
WIKIDATA-0132,geografia,lugar,Playa del Faro,Playa del Faro. playa en Marbella. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q101570101,media,Cádiz,,,,2026-08-28
WIKIDATA-0133,geografia,lugar,Playa de Venus,Playa de Venus. playa en Marbella. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q101570598,media,Cádiz,,,,2026-08-28
WIKIDATA-0134,geografia,lugar,Q131706003,Q131706003. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q131706003,media,Cádiz,,,,2026-08-28
WIKIDATA-0135,geografia,lugar,Q131745262,Q131745262. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q131745262,media,Cádiz,,,,2026-08-28
WIKIDATA-0136,geografia,lugar,Q131745267,Q131745267. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q131745267,media,Cádiz,,,,2026-08-28
WIKIDATA-0137,geografia,lugar,Q131745275,Q131745275. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q131745275,media,Cádiz,,,,2026-08-28
WIKIDATA-0138,geografia,lugar,Q131745340,Q131745340. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q131745340,media,Cádiz,,,,2026-08-28
WIKIDATA-0139,geografia,lugar,Q131745377,Q131745377. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q131745377,media,Cádiz,,,,2026-08-28
WIKIDATA-0140,geografia,lugar,Playa Santa María del Mar,Playa Santa María del Mar. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q23979201,media,Cádiz,,,,2026-08-28
WIKIDATA-0141,geografia,lugar,Playa de La Caleta,Playa de La Caleta. playa de Cádiz. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q24022072,media,Cádiz,,,,2026-08-28
WIKIDATA-0142,geografia,lugar,Playa de La Caleta,Playa de La Caleta. playa de Cádiz. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q24022072,media,Cádiz,,,,2026-08-28
WIKIDATA-0143,geografia,lugar,Playa de Puntales,Playa de Puntales. Playa en el barrio gaditano de Puntales. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q114662836,media,Cádiz,,,,2026-08-28
WIKIDATA-0144,geografia,lugar,Q24023198,Q24023198. (provincia de Cádiz),Wikidata,http://www.wikidata.org/entity/Q24023198,media,Cádiz,,,,2026-08-28
